"Perioden";"Regio's";"Vestiging in de gemeente /Vestiging vanuit een andere gemeente (aantal)";"Vestiging in de gemeente /Immigratie (aantal)";"Vertrek uit de gemeente/Vertrek naar andere gemeente (aantal)";"Vertrek uit de gemeente/Emigratie inclusief adm. correcties (aantal)"
"2021";"Heel";;;;
"2022";"Heel";;;;
"2023";"Heel";;;;
"2002";"Heemskerk";1742;204;1700;171
"2003";"Heemskerk";1602;173;1671;207
"2004";"Heemskerk";1740;126;1532;190
"2005";"Heemskerk";2589;130;1502;171
"2006";"Heemskerk";2316;101;1731;194
"2007";"Heemskerk";2096;143;1773;171
"2008";"Heemskerk";1759;162;1739;137
"2009";"Heemskerk";1882;170;1594;140
"2010";"Heemskerk";1537;177;1352;99
"2011";"Heemskerk";1499;194;1525;152
"2012";"Heemskerk";1452;173;1590;171
"2013";"Heemskerk";1477;187;1494;167
"2014";"Heemskerk";1694;143;1520;207
"2015";"Heemskerk";1957;131;1637;217
"2016";"Heemskerk";1739;151;1772;142
"2017";"Heemskerk";1690;161;1671;162
"2018";"Heemskerk";1636;219;1571;149
"2019";"Heemskerk";1676;186;1600;162
"2020";"Heemskerk";1730;136;1651;125
"2021";"Heemskerk";1593;129;1509;143
"2022";"Heemskerk";1797;259;1598;155
"2023";"Heemskerk";1625;161;1454;157
"2002";"Heemstede";1333;151;1340;187
"2003";"Heemstede";1408;129;1421;185
"2004";"Heemstede";1453;112;1383;124
"2005";"Heemstede";1415;146;1342;147
"2006";"Heemstede";1407;161;1355;177
"2007";"Heemstede";1490;210;1386;168
"2008";"Heemstede";1389;206;1277;163
"2009";"Heemstede";1545;229;1198;143
"2010";"Heemstede";1463;192;1150;175
"2011";"Heemstede";1201;234;1185;215
"2012";"Heemstede";1318;194;1147;171
"2013";"Heemstede";1370;219;1281;173
"2014";"Heemstede";1623;180;1381;227
"2015";"Heemstede";1814;222;1412;190
"2016";"Heemstede";1702;251;1501;183
"2017";"Heemstede";1794;230;1586;143
"2018";"Heemstede";1591;338;1469;159
"2019";"Heemstede";1533;285;1535;204
"2020";"Heemstede";2034;226;1620;142
"2021";"Heemstede";1645;228;1559;151
"2022";"Heemstede";1632;410;1450;207
"2023";"Heemstede";1536;260;1563;220
"2002";"Heerde";546;260;544;25
"2003";"Heerde";613;190;629;121
"2004";"Heerde";620;163;667;175
"2005";"Heerde";762;123;734;160
"2006";"Heerde";738;38;1033;75
"2007";"Heerde";760;38;561;47
"2008";"Heerde";654;43;561;54
"2009";"Heerde";560;35;558;44
"2010";"Heerde";511;41;529;28
"2011";"Heerde";484;25;507;71
"2012";"Heerde";630;57;478;41
"2013";"Heerde";608;50;535;24
"2014";"Heerde";625;24;584;28
"2015";"Heerde";648;56;590;43
"2016";"Heerde";735;40;689;48
"2017";"Heerde";765;52;684;50
"2018";"Heerde";760;48;789;37
"2019";"Heerde";771;49;643;41
"2020";"Heerde";904;75;666;32
"2021";"Heerde";923;42;686;36
"2022";"Heerde";789;221;603;83
"2023";"Heerde";692;88;653;67
"2002";"Heerenveen";1843;317;1707;121
"2003";"Heerenveen";1987;293;1740;147
"2004";"Heerenveen";2151;162;2037;141
"2005";"Heerenveen";1902;109;1772;340
"2006";"Heerenveen";1834;146;1717;251
"2007";"Heerenveen";1866;156;1708;102
"2008";"Heerenveen";1977;169;1691;161
"2009";"Heerenveen";1553;170;1486;139
"2010";"Heerenveen";1557;145;1568;184
"2011";"Heerenveen";1601;167;1547;182
"2012";"Heerenveen";1611;141;1775;167
"2013";"Heerenveen";1607;135;1636;136
"2014";"Heerenveen";2012;188;1866;152
"2015";"Heerenveen";2148;215;1978;184
"2016";"Heerenveen";2146;232;2135;207
"2017";"Heerenveen";2188;204;2132;210
"2018";"Heerenveen";2298;213;2122;182
"2019";"Heerenveen";2310;226;2053;176
"2020";"Heerenveen";2221;177;2001;142
"2021";"Heerenveen";2437;177;1933;129
"2022";"Heerenveen";2245;538;1924;202
"2023";"Heerenveen";2328;338;2068;250
"2002";"Heerhugowaard";1854;208;1896;233
"2003";"Heerhugowaard";1733;171;1911;102
"2004";"Heerhugowaard";2516;162;1974;98
"2005";"Heerhugowaard";2796;119;1920;174
"2006";"Heerhugowaard";2085;175;2025;243
"2007";"Heerhugowaard";2276;221;2080;184
"2008";"Heerhugowaard";2248;243;2242;131
"2009";"Heerhugowaard";1914;233;1999;168
"2010";"Heerhugowaard";2114;238;1876;107
"2011";"Heerhugowaard";2072;243;1969;193
"2012";"Heerhugowaard";2212;256;2113;248
"2013";"Heerhugowaard";2172;284;2116;204
"2014";"Heerhugowaard";2105;271;2205;197
"2015";"Heerhugowaard";2449;252;2321;237
"2016";"Heerhugowaard";3004;844;2779;245
"2017";"Heerhugowaard";3368;376;2865;235
"2018";"Heerhugowaard";3347;341;2798;209
"2019";"Heerhugowaard";3509;358;2952;259
"2020";"Heerhugowaard";3575;287;2998;226
"2021";"Heerhugowaard";3350;274;2887;267
"2022";"Heerhugowaard";;;;
"2023";"Heerhugowaard";;;;
"2002";"Heerjansdam";194;4;106;10
"2003";"Heerjansdam";;;;
"2004";"Heerjansdam";;;;
"2005";"Heerjansdam";;;;
"2006";"Heerjansdam";;;;
"2007";"Heerjansdam";;;;
"2008";"Heerjansdam";;;;
"2009";"Heerjansdam";;;;
"2010";"Heerjansdam";;;;
"2011";"Heerjansdam";;;;
"2012";"Heerjansdam";;;;
"2013";"Heerjansdam";;;;
"2014";"Heerjansdam";;;;
"2015";"Heerjansdam";;;;
"2016";"Heerjansdam";;;;
"2017";"Heerjansdam";;;;
"2018";"Heerjansdam";;;;
"2019";"Heerjansdam";;;;
"2020";"Heerjansdam";;;;
"2021";"Heerjansdam";;;;
"2022";"Heerjansdam";;;;
"2023";"Heerjansdam";;;;
"2002";"Heerlen";3801;570;4276;947
"2003";"Heerlen";3851;591;4042;701
"2004";"Heerlen";3726;405;4171;792
"2005";"Heerlen";3972;371;4263;839
"2006";"Heerlen";3958;395;4252;932
"2007";"Heerlen";3763;473;4197;767
"2008";"Heerlen";4030;761;4230;657
"2009";"Heerlen";3852;775;4046;558
"2010";"Heerlen";3899;727;3825;675
"2011";"Heerlen";3999;759;4098;662
"2012";"Heerlen";3990;775;4143;594
"2013";"Heerlen";3788;869;4172;747
"2014";"Heerlen";3885;857;4367;873
"2015";"Heerlen";4106;931;4137;674
"2016";"Heerlen";4488;1059;4687;722
"2017";"Heerlen";4563;771;4696;694
"2018";"Heerlen";4630;981;4426;716
"2019";"Heerlen";4782;954;4347;724
"2020";"Heerlen";4749;828;4617;633
"2021";"Heerlen";5029;890;4691;735
"2022";"Heerlen";4697;1237;4366;797
"2023";"Heerlen";4681;1322;4352;831
"2002";"Heeze-Leende";469;60;495;67
"2003";"Heeze-Leende";394;42;484;91
"2004";"Heeze-Leende";423;72;441;128
"2005";"Heeze-Leende";419;26;480;35
"2006";"Heeze-Leende";469;69;478;65
"2007";"Heeze-Leende";450;67;487;65
"2008";"Heeze-Leende";484;74;430;60
"2009";"Heeze-Leende";503;58;415;80
"2010";"Heeze-Leende";430;63;418;49
"2011";"Heeze-Leende";453;82;435;40
"2012";"Heeze-Leende";470;71;425;58
